name,slug,description,price,compare_at_price,affiliate_url,goal_slug,stock,is_active,images,video
Melatonin Gummies,melatonin-gummies,Natural sleep support,11.99,14.99,https://amazon.com/yourlink,better-sleep,35,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/melatonin.jpg,
Ashwagandha,ashwagandha,Stress relief and cortisol balance,18.99,23.99,https://amazon.com/yourlink,stress-relief,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/ashwagandha.jpg,
L-Theanine,l-theanine,Calm focus and stress relief,15.99,18.99,https://amazon.com/yourlink,stress-relief,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/ltheanine.jpg,
Rhodiola Rosea,rhodiola-rosea,Adaptogen for stress resilience,21.99,26.99,https://amazon.com/yourlink,stress-relief,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/rhodiola.jpg,
Probiotic Capsules,probiotic-capsules,Supports gut health and digestion,21.99,26.99,https://amazon.com/yourlink,gut-health,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/probiotic.jpg,
Digestive Enzymes,digestive-enzymes,Supports digestion and nutrient absorption,19.99,23.99,https://amazon.com/yourlink,gut-health,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/enzymes.jpg,
Prebiotic Fiber,prebiotic-fiber,Feeds healthy gut bacteria,17.99,20.99,https://amazon.com/yourlink,gut-health,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/prebiotic.jpg,
Green Tea Extract,green-tea-extract,Antioxidant support and metabolism boost,16.99,19.99,https://amazon.com/yourlink,weight-loss,20,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/greentea.jpg,
CLA Capsules,cla-capsules,Supports fat loss and body composition,22.99,26.99,https://amazon.com/yourlink,weight-loss,20,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/cla.jpg,
Apple Cider Vinegar Gummies,acv-gummies,Supports digestion and appetite control,14.99,18.99,https://amazon.com/yourlink,weight-loss,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/acv.jpg,
Whey Protein,whey-protein,High protein for lean body recomposition,39.99,49.99,https://amazon.com/yourlink,lean-body-recomposition,40,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/whey.jpg,
Creatine Monohydrate,creatine-monohydrate,Strength and muscle support,24.99,29.99,https://amazon.com/yourlink,lean-body-recomposition,35,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/creatine.jpg,
BCAA Powder,bcaa-powder,Muscle recovery support,27.99,32.99,https://amazon.com/yourlink,lean-body-recomposition,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/bcaa.jpg,
Turmeric Curcumin,turmeric-curcumin,Anti-inflammatory support,18.99,22.99,https://amazon.com/yourlink,anti-inflammation,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/turmeric.jpg,
Omega-3 High Strength,omega-3-high-strength,Anti-inflammatory omega-3s,26.99,31.99,https://amazon.com/yourlink,anti-inflammation,20,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/omega3-strong.jpg,
Boswellia,boswellia,Joint and inflammation support,19.99,24.99,https://amazon.com/yourlink,anti-inflammation,20,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/boswellia.jpg,
Elderberry Gummies,elderberry-gummies,Immune defense support,16.99,20.99,https://amazon.com/yourlink,immunity,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/elderberry.jpg,
Vitamin C Gummies,vitamin-c-gummies,Daily antioxidant support,12.99,15.99,https://amazon.com/yourlink,immunity,40,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/vitc.jpg,
Multivitamin Women,multivitamin-women,Daily wellness support,21.99,26.99,https://amazon.com/yourlink,healthy-aging-longevity,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/multi-women.jpg,
Multivitamin Men,multivitamin-men,Daily wellness support,21.99,26.99,https://amazon.com/yourlink,healthy-aging-longevity,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/multi-men.jpg,
CoQ10,coq10,Heart and cellular energy support,24.99,29.99,https://amazon.com/yourlink,healthy-aging-longevity,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/coq10.jpg,
Resveratrol,resveratrol,Antioxidant for longevity support,27.99,32.99,https://amazon.com/yourlink,healthy-aging-longevity,20,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/resveratrol.jpg,
Electrolyte Mix,electrolyte-mix,Hydration and energy support,19.99,24.99,https://amazon.com/yourlink,energy-boost,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/electrolyte.jpg,
B12 Methylcobalamin,b12-methylcobalamin,Energy and nerve support,13.99,16.99,https://amazon.com/yourlink,energy-boost,35,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/b12.jpg,
Iron Bisglycinate,iron-bisglycinate,Iron support for fatigue,15.99,18.99,https://amazon.com/yourlink,energy-boost,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/iron.jpg,
Zinc + Copper,zinc-copper,Supports skin and immunity balance,16.99,19.99,https://amazon.com/yourlink,skin-care,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/zinc-copper.jpg,
Ceramide Moisturizer,ceramide-moisturizer,Hydration and skin barrier support,22.99,27.99,https://amazon.com/yourlink,skin-care,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/ceramide.jpg,
Niacinamide Serum,niacinamide-serum,Oil control and skin brightening,17.99,21.99,https://amazon.com/yourlink,skin-care,40,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/niacinamide.jpg,
Collagen Gummies,collagen-gummies,Beauty collagen support,18.99,22.99,https://amazon.com/yourlink,skin-care,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/collagen-gum.jpg,
Hair Growth Serum,hair-growth-serum,Scalp treatment for thicker hair,24.99,29.99,https://amazon.com/yourlink,hair-care,20,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/hair-serum.jpg,
Silk Pillowcase,silk-pillowcase,Reduces hair breakage and skin creases,19.99,24.99,https://amazon.com/yourlink,hair-care,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/silk.jpg,
Scalp Massager,scalp-massager,Stimulates scalp circulation,10.99,13.99,https://amazon.com/yourlink,hair-care,35,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/scalp.jpg,
Probiotic Skincare,probiotic-skincare,Supports healthy skin microbiome,26.99,31.99,https://amazon.com/yourlink,skin-care,20,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/probiotic-skin.jpg,
Aloe Vera Gel,aloe-vera-gel,Soothing skin hydration,12.99,15.99,https://amazon.com/yourlink,skin-care,40,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/aloe.jpg,
Green Tea Face Mask,green-tea-face-mask,Antioxidant skin support,14.99,18.99,https://amazon.com/yourlink,skin-care,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/gt-mask.jpg,
Hyaluronic Serum,hyaluronic-serum,Deep hydration for skin,19.99,24.99,https://amazon.com/yourlink,skin-care,40,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/ha-serum.jpg,
Sleep Tea Blend,sleep-tea-blend,Relaxing herbal tea for better sleep,11.99,14.99,https://amazon.com/yourlink,better-sleep,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/sleep-tea.jpg,
Lavender Essential Oil,lavender-essential-oil,Relaxation and sleep support,9.99,12.99,https://amazon.com/yourlink,better-sleep,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/lavender.jpg,
Weighted Eye Mask,weighted-eye-mask,Improves sleep quality,16.99,19.99,https://amazon.com/yourlink,better-sleep,20,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/eye-mask.jpg,
Stress Relief Gummies,stress-relief-gummies,Calm support for daily stress,14.99,18.99,https://amazon.com/yourlink,stress-relief,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/stress-gum.jpg,
Adaptogen Blend,adaptogen-blend,Daily stress resilience support,26.99,31.99,https://amazon.com/yourlink,stress-relief,20,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/adaptogen.jpg,
Digestive Tea Blend,digestive-tea-blend,Soothes digestion,12.99,16.99,https://amazon.com/yourlink,gut-health,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/digestive-tea.jpg,
Fiber Powder,fiber-powder,Supports gut regularity,18.99,22.99,https://amazon.com/yourlink,gut-health,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/fiber.jpg,
Collagen + Vitamin C,collagen-vitamin-c,Supports skin and joints,27.99,32.99,https://amazon.com/yourlink,healthy-aging-longevity,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/collagen-vc.jpg,
NAD+ Support,nad-support,Cellular energy and longevity,32.99,39.99,https://amazon.com/yourlink,healthy-aging-longevity,15,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/nad.jpg,
Glutathione,glutathione,Antioxidant support,28.99,34.99,https://amazon.com/yourlink,healthy-aging-longevity,20,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/glutathione.jpg,
Electrolyte Chews,electrolyte-chews,Quick hydration for energy,14.99,18.99,https://amazon.com/yourlink,energy-boost,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/electro-chew.jpg,
Matcha Powder,matcha-powder,Clean energy and antioxidants,19.99,24.99,https://amazon.com/yourlink,energy-boost,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/matcha.jpg,
Immune Support Spray,immune-support-spray,Daily immune defense,15.99,19.99,https://amazon.com/yourlink,immunity,25,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/immune-spray.jpg,
Zinc Lozenges,zinc-lozenges,Immune support during seasons,11.99,14.99,https://amazon.com/yourlink,immunity,30,true,seed/weightloss-recipes.jpg;seed/weightloss-products.jpg;seed/weightloss-workouts.jpg;seed/weightloss-articles.jpg;seed-products/zinc-lozenge.jpg
